"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SAU","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.098,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.094,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.108,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.118,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.075,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.074,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.063,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.071,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.075,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.061,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.05,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.057,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.059,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.062,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.066,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.065,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.068,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.06,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.064,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.061,
"SGP","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.137,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.133,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.131,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.129,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.129,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.122,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.115,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.117,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.114,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.115,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.114,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.112,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.111,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.104,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.101,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.101,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.099,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.094,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.089,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.088,
"SVN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",0.082,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.211,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.194,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.211,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.22,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.201,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.194,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.2,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.21,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.216,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.195,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.193,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.18,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.174,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.182,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.17,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.175,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.172,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.165,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.164,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.17,
"ZAF","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.11,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.111,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.102,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.097,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.095,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.095,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.086,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.085,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.091,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.083,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.092,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.095,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.115,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.114,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.109,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.104,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.105,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.109,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.112,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.118,
"SDN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.139,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.138,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.138,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.135,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.129,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.125,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.123,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.118,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.117,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.114,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.11,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.106,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.106,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.103,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.1,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.099,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.095,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.094,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.089,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.084,
"TWN","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.291,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.285,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.277,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.266,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.261,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.258,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.24,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.231,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.225,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.219,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.211,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.202,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.199,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.183,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.177,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.169,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.162,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.154,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.155,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.149,
"TZA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.12,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.125,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.127,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.129,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.127,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.124,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.122,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.123,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.123,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.125,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.124,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.124,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.13,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.128,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.125,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.123,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.118,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.111,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.111,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.114,
"THA","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.383,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.368,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.349,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.315,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.303,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.271,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.258,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.243,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.244,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.271,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.245,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.237,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.225,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.219,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.213,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.205,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.196,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.198,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.183,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.184,
"UKR","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.135,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.13,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.117,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.106,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.107,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.102,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.107,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.122,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.138,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.132,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.122,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.123,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.124,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.135,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.141,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.146,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.119,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.121,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.125,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.132,
"ARE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.06,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.061,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.06,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.066,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.063,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.066,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.062,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.074,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.071,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.064,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.066,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.068,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.064,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.063,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.067,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.069,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.066,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.068,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.067,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.071,
"URY","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.107,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.109,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.107,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.11,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.108,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.104,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.104,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.105,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.109,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.113,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.106,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.102,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.099,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.104,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.09,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.093,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.09,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.1,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.105,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.103,
"VNM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.299,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.295,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.283,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.271,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.259,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.244,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.228,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.217,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.203,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.189,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.188,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.183,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.179,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.178,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.178,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.176,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.179,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.177,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.175,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.182,
"ZMB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.149,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.148,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.148,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.147,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.144,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.141,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.138,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.135,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.135,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.135,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.132,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.13,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.127,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.125,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.121,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.118,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.117,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.116,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.114,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.113,
"WLD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.226,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.225,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.227,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.227,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.183,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.185,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.169,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.163,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.151,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.154,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.157,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.142,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.141,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.128,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.139,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.14,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.14,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.132,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.125,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.131,
"SRB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",,"L"
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",,"L"
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",,"L"
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",,"L"
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.132,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.135,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.126,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.126,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.106,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.122,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.117,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.114,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.102,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.097,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.098,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.093,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.093,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.092,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.091,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.1,
"MNE","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.105,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.104,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.105,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.103,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.101,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.098,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.094,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.093,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.091,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.093,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.088,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.087,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.086,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.081,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.08,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",0.079,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2017",0.078,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2018",0.076,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2019",0.073,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2020",0.072,
"EU28","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2021",,"L"
"OECD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.127,
"OECD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.126,
"OECD","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.125,
